Layers:
Main;0;1;0;
Tiles:
Dirt_0;0;48;156;0;
Dirt_0;0;60;156;1;
Dirt_0;0;72;156;2;
Dirt_0;0;84;156;3;
Dirt_0;0;96;156;4;
Dirt_0;0;108;156;5;
Dirt_0;0;120;156;6;
Dirt_0;0;132;156;7;
Dirt_0;0;144;156;8;
Dirt_1;0;36;156;9;
Dirt_6;0;156;156;10;
Dirt_3;0;144;168;11;
Dirt_1;0;144;180;12;
Dirt_0;0;156;180;13;
Dirt_0;0;168;180;14;
Dirt_0;0;180;180;15;
Dirt_0;0;192;180;16;
Dirt_2;0;204;180;17;
Dirt_7;0;192;168;18;
Dirt_0;0;204;168;19;
Dirt_0;0;216;168;20;
Dirt_0;0;228;168;21;
Dirt_6;0;240;168;22;
Dirt_3;0;228;180;23;
Dirt_3;0;228;192;24;
Dirt_3;0;228;204;25;
Dirt_3;0;228;216;26;
Dirt_0;0;252;204;27;
Dirt_2;0;264;204;28;
Dirt_3;0;264;192;29;
Dirt_3;0;264;180;30;
Dirt_3;0;264;168;31;
Dirt_3;0;264;156;32;
Dirt_3;0;252;216;33;
Dirt_7;0;240;204;34;
Dirt_3;0;252;228;35;
Dirt_3;0;216;180;44;
Dirt_3;0;216;192;45;
Dirt_3;0;204;192;46;
Dirt_3;0;192;192;47;
Dirt_2;0;252;240;48;
Dirt_0;0;240;240;49;
Dirt_0;0;228;240;50;
Dirt_7;0;216;240;51;
Dirt_2;0;228;252;52;
Dirt_0;0;216;252;53;
Dirt_0;0;204;252;54;
Dirt_0;0;192;252;55;
Dirt_0;0;180;252;56;
Dirt_0;0;144;252;59;
Dirt_0;0;132;252;60;
Dirt_0;0;120;252;61;
Dirt_2;0;156;252;62;
Dirt_1;0;168;252;63;
Dirt_0;0;156;240;64;
Dirt_0;0;168;240;65;
Dirt_7;0;144;240;66;
Dirt_6;0;180;240;67;
Dirt_3;0;96;240;70;
Dirt_3;0;96;228;71;
Dirt_0;0;96;216;73;
Dirt_6;0;108;216;74;
Dirt_0;0;84;216;75;
Dirt_0;0;72;216;76;
Dirt_0;0;60;216;77;
Dirt_0;0;48;216;78;
Dirt_3;0;36;168;80;
Dirt_3;0;36;180;81;
Dirt_3;0;36;192;82;
Dirt_7;0;36;216;84;
Dirt_3;0;24;192;85;
Dirt_3;0;24;204;86;
Dirt_3;0;24;216;87;
Dirt_3;0;24;228;88;
Dirt_3;0;24;240;89;
Dirt_1;0;24;252;91;
Dirt_0;0;36;252;92;
Dirt_0;0;48;252;93;
Dirt_0;0;60;252;94;
Dirt_3;0;84;240;97;
Dirt_3;0;84;228;98;
Dirt_3;0;72;228;99;
Dirt_2;0;84;252;101;
Dirt_0;0;72;252;102;
Dirt_0;0;108;252;103;
Dirt_3;0;48;168;104;
Dirt_3;0;60;168;105;
Dirt_3;0;72;168;106;
Dirt_3;0;84;168;107;
Dirt_3;0;96;168;108;
Dirt_3;0;108;168;109;
Dirt_3;0;120;168;110;
Dirt_3;0;132;168;111;
Dirt_3;0;132;180;112;
Dirt_3;0;120;180;113;
Dirt_3;0;108;180;114;
Dirt_3;0;96;180;115;
Dirt_3;0;84;180;116;
Dirt_3;0;72;180;117;
Dirt_3;0;60;180;118;
Dirt_3;0;48;180;119;
Dirt_3;0;48;192;120;
Dirt_3;0;60;192;121;
Dirt_3;0;72;192;122;
Dirt_3;0;84;192;123;
Dirt_3;0;96;192;124;
Dirt_3;0;108;192;125;
Dirt_3;0;120;192;126;
Dirt_3;0;216;204;127;
Dirt_3;0;24;264;128;
Dirt_3;0;36;264;129;
Dirt_3;0;48;264;130;
Dirt_3;0;60;264;131;
Dirt_3;0;72;264;132;
Dirt_3;0;84;264;133;
Dirt_3;0;96;264;134;
Dirt_3;0;108;264;135;
Dirt_3;0;120;264;136;
Dirt_3;0;132;264;137;
Dirt_3;0;144;264;138;
Dirt_3;0;156;264;139;
Dirt_3;0;168;264;140;
Dirt_3;0;180;264;141;
Dirt_3;0;192;264;142;
Dirt_3;0;204;264;143;
Dirt_3;0;216;264;144;
Dirt_3;0;228;264;145;
Dirt_3;0;240;264;146;
Dirt_3;0;240;252;147;
Dirt_3;0;252;252;148;
Dirt_3;0;252;264;149;
Dirt_3;0;264;264;150;
Dirt_3;0;264;252;151;
Dirt_3;0;264;240;152;
Dirt_3;0;264;228;153;
Dirt_3;0;264;216;154;
Dirt_3;0;264;276;155;
Dirt_3;0;252;276;156;
Dirt_3;0;240;276;157;
Dirt_3;0;228;276;158;
Dirt_3;0;216;276;159;
Dirt_3;0;204;276;160;
Dirt_3;0;192;276;161;
Dirt_3;0;180;276;162;
Dirt_3;0;168;276;163;
Dirt_3;0;156;276;164;
Dirt_3;0;144;276;165;
Dirt_3;0;132;276;166;
Dirt_3;0;120;276;167;
Dirt_3;0;108;276;168;
Dirt_3;0;96;276;169;
Dirt_3;0;96;276;170;
Dirt_3;0;84;276;171;
Dirt_3;0;72;276;172;
Dirt_3;0;60;276;173;
Dirt_3;0;48;276;174;
Dirt_3;0;36;276;175;
Dirt_3;0;24;276;176;
Dirt_3;0;24;288;177;
Dirt_3;0;36;288;178;
Dirt_3;0;48;288;179;
Dirt_3;0;60;288;180;
Dirt_3;0;72;288;181;
Dirt_3;0;84;288;182;
Dirt_3;0;96;288;183;
Dirt_3;0;108;288;184;
Dirt_3;0;120;288;185;
Dirt_3;0;132;288;186;
Dirt_3;0;144;288;187;
Dirt_3;0;156;288;188;
Dirt_3;0;168;288;189;
Dirt_3;0;180;288;190;
Dirt_3;0;24;300;191;
Dirt_3;0;36;300;192;
Dirt_3;0;48;300;193;
Dirt_3;0;60;300;194;
Dirt_3;0;72;300;195;
Dirt_3;0;84;300;196;
Dirt_3;0;96;300;197;
Dirt_3;0;108;300;198;
Dirt_3;0;120;300;199;
Dirt_3;0;132;300;200;
Dirt_3;0;144;300;201;
Dirt_3;0;156;300;202;
Dirt_3;0;168;300;203;
Dirt_3;0;180;300;204;
Dirt_3;0;192;288;205;
Dirt_3;0;204;288;206;
Dirt_3;0;216;288;207;
Dirt_3;0;228;288;208;
Dirt_3;0;240;288;209;
Dirt_3;0;252;288;210;
Dirt_3;0;264;288;211;
Dirt_3;0;264;300;212;
Dirt_3;0;252;300;213;
Dirt_3;0;240;300;214;
Dirt_3;0;228;300;215;
Dirt_3;0;216;300;216;
Dirt_3;0;204;300;217;
Dirt_3;0;192;300;218;
Dirt_3;0;276;300;219;
Dirt_3;0;288;300;220;
Dirt_3;0;288;288;221;
Dirt_3;0;288;276;222;
Dirt_3;0;276;264;223;
Dirt_3;0;276;252;224;
Dirt_3;0;276;240;225;
Dirt_3;0;276;228;226;
Dirt_3;0;276;216;227;
Dirt_3;0;276;204;228;
Dirt_3;0;276;192;229;
Dirt_3;0;276;180;230;
Dirt_3;0;276;168;231;
Dirt_3;0;276;156;232;
Dirt_3;0;276;144;233;
Dirt_3;0;276;156;234;
Dirt_3;0;288;156;235;
Dirt_3;0;288;168;236;
Dirt_3;0;288;180;237;
Dirt_3;0;288;192;238;
Dirt_3;0;288;204;239;
Dirt_3;0;288;216;240;
Dirt_3;0;288;228;241;
Dirt_3;0;288;240;242;
