Layers:
Main;0;1;0;
Tiles:
Dirt_0;0;108;192;0;
Dirt_0;0;120;192;1;
Dirt_0;0;132;192;2;
Dirt_0;0;144;192;3;
Dirt_0;0;156;192;4;
Dirt_0;0;168;192;5;
Dirt_0;0;180;192;6;
Dirt_0;0;192;192;7;
Dirt_0;0;204;192;8;
Dirt_0;0;216;192;9;
Dirt_1;0;96;192;10;
Dirt_3;0;96;168;12;
Dirt_3;0;96;156;13;
Dirt_3;0;108;156;14;
Dirt_3;0;120;156;15;
Dirt_3;0;144;156;17;
Dirt_3;0;96;144;18;
Dirt_3;0;120;144;19;
Dirt_3;0;144;144;21;
Dirt_3;0;156;144;22;
Dirt_3;0;168;144;23;
Dirt_3;0;192;144;25;
Dirt_3;0;204;144;26;
Dirt_3;0;216;144;27;
Dirt_3;0;96;144;28;
Dirt_6;0;228;192;30;
Dirt_1;0;216;204;31;
Dirt_0;0;228;204;32;
Dirt_0;0;240;204;33;
Dirt_0;0;252;204;34;
Dirt_0;0;264;204;35;
Dirt_0;0;276;204;36;
Dirt_0;0;288;204;37;
Dirt_0;0;300;204;38;
Dirt_2;0;312;204;39;
Dirt_0;0;312;192;40;
Dirt_7;0;300;192;41;
Dirt_0;0;324;192;42;
Dirt_6;0;336;192;43;
Dirt_3;0;228;144;44;
Dirt_3;0;240;144;45;
Dirt_3;0;264;144;47;
Dirt_3;0;276;144;48;
Dirt_3;0;288;144;49;
Dirt_3;0;300;144;50;
Dirt_3;0;312;144;51;
Dirt_3;0;324;144;52;
Dirt_3;0;336;144;53;
Dirt_3;0;348;144;54;
Dirt_3;0;348;168;56;
Dirt_3;0;348;192;58;
Dirt_3;0;348;204;59;
Dirt_3;0;348;216;60;
Dirt_2;0;348;228;61;
Dirt_0;0;336;228;62;
Dirt_0;0;324;228;63;
Dirt_7;0;312;228;64;
Dirt_2;0;324;240;65;
Dirt_0;0;312;240;66;
Dirt_0;0;300;240;67;
Dirt_0;0;288;240;68;
Dirt_0;0;276;240;69;
Dirt_0;0;264;240;70;
Dirt_0;0;252;240;71;
Dirt_1;0;240;240;72;
Dirt_0;0;240;228;73;
Dirt_6;0;252;228;74;
Dirt_0;0;228;228;75;
Dirt_0;0;216;228;76;
Dirt_0;0;204;228;77;
Dirt_0;0;192;228;78;
Dirt_1;0;180;228;79;
Dirt_3;0;180;216;80;
Dirt_3;0;180;204;81;
Dirt_3;0;228;240;82;
Dirt_3;0;216;240;83;
Dirt_3;0;192;240;85;
Dirt_3;0;180;240;86;
Dirt_3;0;348;240;88;
Dirt_3;0;168;204;89;
Dirt_3;0;156;204;90;
Dirt_3;0;144;204;91;
Dirt_3;0;132;204;92;
Dirt_3;0;108;204;94;
Dirt_3;0;96;204;95;
Dirt_3;0;96;228;97;
Dirt_3;0;96;240;98;
Dirt_3;0;108;240;99;
Dirt_3;0;120;240;100;
Dirt_3;0;132;240;101;
Dirt_3;0;144;240;102;
Dirt_3;0;156;240;103;
Dirt_3;0;168;240;104;
Dirt_3;0;168;228;105;
Dirt_3;0;168;216;106;
Dirt_3;0;156;228;108;
Dirt_3;0;144;216;110;
Dirt_3;0;132;216;111;
Dirt_3;0;120;216;112;
Dirt_3;0;108;216;113;
Dirt_3;0;120;228;115;
Dirt_3;0;132;228;116;
Dirt_4;0;108;228;117;
Dirt_4;0;156;216;118;
Dirt_4;0;120;204;119;
Dirt_4;0;204;240;120;
Dirt_4;0;336;240;122;
Dirt_4;0;348;180;123;
Dirt_4;0;252;144;124;
Dirt_4;0;180;144;125;
Dirt_4;0;132;156;126;
Dirt_4;0;108;144;127;
Dirt_4;0;96;180;128;
Dirt_5;0;144;228;129;
Dirt_5;0;348;156;130;
Dirt_5;0;96;216;131;
Dirt_5;0;132;144;132;
Dirt_4;0;324;204;133;
start;0;120;180;134;
blob;0;264;192;135;
snail;0;240;192;137;
butterfly;0;216;168;138;
blob;0;276;228;136;
